X1	X2	Y	Dataset
-217.61991849000003	0.701597197	1	Train
88.41630452	6.493471692	0	Train
-157.82362619999998	-2.320578779	1	Train
91.32847469	2.697971517	0	Train
-269.25904246	0.409139008	1	Train
525.85806725	2.914294091	1	Train
-134.13239170999998	-6.019214782	1	Train
539.19519609	-6.478717832	1	Train
-241.49397478000003	-0.323720915	1	Train
-74.86832867000001	-3.569080233	1	Train
279.91954624	-9.324496109	1	Train
-209.81692217	5.027852241	1	Train
-129.09415816000003	-1.082817486	1	Train
184.42349804	-1.793740471	0	Train
470.97238304000007	0.765655697	1	Train
232.38085847	-1.486002417	0	Train
-59.65876863999999	-1.489194242	0	Train
181.88465607	-2.17995891	0	Train
432.75146905	-3.398933666	0	Train
-14.235933840000008	-6.907629297	1	Train
95.68098243	5.288649184	0	Train
20.95473300000001	-2.676864711	1	Train
563.98851128	4.348403582	1	Train
55.28308180999999	-7.715303798	1	Train
462.58764402	-7.678281646	1	Train
-330.0282259	0.032952485	1	Train
272.42420755	-3.232742716	0	Train
243.18814916	-2.517459978	0	Train
308.76379237	-7.245520292	1	Train
155.39296868	2.024071186	0	Train
387.32139261	-5.548900397	1	Train
97.42231748	7.62109556	0	Train
151.68618567	5.398054242	0	Train
158.12389149	-2.468300053	0	Train
486.43422972	-1.41962229	1	Train
